,Time[hr],Zone0_EFT[C],Zone0_ExFT[C],Zone0_CNT[C],Zone1_EFT[C],Zone1_ExFT[C],Zone1_CNT[C],Zone2_EFT[C],Zone2_ExFT[C],Zone2_CNT[C],Zone3_EFT[C],Zone3_ExFT[C],Zone3_CNT[C],Zone4_EFT[C],Zone4_ExFT[C],Zone4_CNT[C],Zone5_EFT[C],Zone5_ExFT[C],Zone5_CNT[C],GHE0_EFT[C],GHE0_MFT[C],GHE0_q_ghe[W/m],GHE0_ExFT[C],GHE0_CNT[C],GHE1_EFT[C],GHE1_MFT[C],GHE1_q_ghe[W/m],GHE1_ExFT[C],GHE1_CNT[C],GHE2_EFT[C],GHE2_MFT[C],GHE2_q_ghe[W/m],GHE2_ExFT[C],GHE2_CNT[C]
3181,3181.000000,7.567618,14.110734,14.110734,7.567618,2.932394,12.501380,7.567618,13.319052,12.562507,7.567618,2.932394,12.514335,7.567618,13.044173,12.545750,7.567618,2.932394,12.213890,12.213890,9.891801,9.230841,7.569712,7.569712,12.213890,9.889972,9.238111,7.566055,7.568440,12.213890,9.889402,9.240377,7.564915,7.567618
3182,3182.000000,7.668576,14.209747,14.209747,7.668576,3.022426,12.701843,7.668576,13.419257,12.751872,7.668576,3.022426,12.714024,7.668576,13.146050,12.740970,7.668576,3.022426,12.462961,12.462961,10.066783,10.047899,7.670604,7.670604,12.462961,10.065013,10.055320,7.667064,7.669373,12.462961,10.064460,10.057640,7.665958,7.668576
3183,3183.000000,7.688121,14.225921,14.225921,7.688121,3.032766,12.470216,7.688121,13.437514,12.562389,7.688121,3.032766,12.524872,7.688121,13.166273,12.574781,7.688121,3.032766,12.230467,12.230467,9.960330,8.601977,7.690192,7.690192,12.230467,9.958521,8.608828,7.686576,7.688934,12.230467,9.957958,8.610963,7.685449,7.688121
3184,3184.000000,7.724027,14.261661,14.261661,7.724027,3.066034,12.534454,7.724027,13.473349,12.627158,7.724027,3.066034,12.588238,7.724027,13.202413,12.641333,7.724027,3.066034,12.252260,12.252260,9.989167,8.874472,7.726073,7.726073,12.252260,9.987380,8.881477,7.722501,7.724831,12.252260,9.986823,8.883661,7.721387,7.724027
3185,3185.000000,7.744906,14.281550,14.281550,7.744906,3.083270,12.898500,7.744906,13.493844,12.957880,7.744906,3.083270,12.933617,7.744906,13.223573,12.960834,7.744906,3.083270,12.454674,12.454674,10.100794,9.654714,7.746913,7.746913,12.454674,10.099042,9.661898,7.743410,7.745695,12.454674,10.098495,9.664143,7.742315,7.744906
3186,3186.000000,7.591928,14.125478,14.125478,7.591928,2.932575,13.176604,7.591928,13.339703,13.189963,7.591928,2.932575,13.160976,7.591928,13.070203,13.151543,7.591928,2.932575,12.449406,12.449406,10.021710,8.723040,7.594013,7.594013,12.449406,10.019889,8.729580,7.590372,7.592746,12.449406,10.019322,8.731620,7.589237,7.591928
3187,3187.000000,7.488692,14.026270,14.026270,7.488692,2.845255,13.008445,7.488692,13.238044,13.013894,7.488692,2.845255,12.980572,7.488692,12.965740,12.979070,7.488692,2.845255,12.222942,12.222942,9.856906,7.490914,7.490870,7.490870,12.222942,9.855003,7.496938,7.487065,7.489547,12.222942,9.854412,7.498809,7.485883,7.488692
3188,3188.000000,7.417161,13.957421,13.957421,7.417161,2.784522,12.288920,7.417161,11.829743,12.285154,7.417161,2.784522,12.234268,7.417161,12.893355,12.321693,7.417161,2.784522,11.311038,11.311038,9.365325,3.980344,7.419611,7.419611,11.311038,9.363182,3.984728,7.415326,7.418120,11.311038,9.362523,3.986076,7.414008,7.417161
3189,3189.000000,7.280477,13.818496,13.818496,7.280477,2.657656,11.940340,7.280477,4.100709,11.801637,7.280477,2.657656,11.736398,7.280477,12.755805,11.859182,7.280477,2.657656,10.952730,10.952730,9.117896,3.300847,7.283063,7.283063,10.952730,9.115634,3.304917,7.278538,7.281489,10.952730,9.114941,3.306165,7.277152,7.280477
3190,3190.000000,7.271455,13.751873,13.751873,7.271455,2.660656,11.599359,7.271455,4.100695,11.302675,7.271455,2.660656,11.253750,7.271455,12.745873,11.390841,7.271455,2.660656,10.518528,10.518528,8.896347,2.513853,7.274166,7.274166,10.518528,8.893974,2.517530,7.269421,7.272515,10.518528,8.893249,2.518653,7.267971,7.271455
3191,3191.000000,7.166103,13.555604,13.555604,7.166103,2.558904,11.259103,7.166103,3.997770,10.770846,7.166103,2.558904,10.723630,7.166103,12.640155,10.828394,7.166103,2.558904,10.306630,10.306630,8.737774,2.147467,7.168919,7.168919,10.306630,8.735309,2.150842,7.163988,7.167204,10.306630,8.734557,2.151871,7.162484,7.166103
3192,3192.000000,7.185868,13.281445,13.281445,7.185868,2.587227,10.867913,7.185868,4.024003,10.117300,7.185868,2.587227,10.076549,7.185868,12.659268,10.169668,7.185868,2.587227,10.008764,10.008764,8.598764,1.759235,7.188764,7.188764,10.008764,8.596228,1.762399,7.183692,7.187000,10.008764,8.595455,1.763363,7.182147,7.185868
3193,3193.000000,7.306410,13.159271,13.159271,7.306410,2.702832,10.644011,7.306410,4.141154,9.674041,7.306410,2.702832,9.636499,7.306410,12.780285,9.723563,7.306410,2.702832,9.635758,9.635758,8.472558,1.396409,7.309357,7.309357,9.635758,8.469977,1.399507,7.304196,7.307562,9.635758,8.469191,1.400450,7.302625,7.306410
3194,3194.000000,7.487400,12.999955,12.999955,7.487400,2.868582,10.430345,7.487400,4.311184,9.206974,7.487400,2.868582,9.172415,7.487400,12.962624,9.246013,7.487400,2.868582,9.211502,9.211502,8.350939,1.023203,7.490376,7.490376,9.211502,8.348333,1.026303,7.485164,7.488563,9.211502,8.347540,1.027245,7.483579,7.487400
3195,3195.000000,7.757904,12.908787,12.908787,7.757904,3.116267,10.288786,7.757904,4.565255,8.671963,7.757904,3.116267,8.643815,7.757904,13.235148,8.714066,7.757904,3.116267,8.685268,8.685268,8.223073,0.576122,7.760877,7.760877,8.685268,8.220468,0.579369,7.755668,7.759065,8.685268,8.219677,0.580355,7.754087,7.757904
3196,3196.000000,7.775852,12.637350,12.637350,7.775852,3.110479,10.107545,7.775852,4.565357,8.506213,7.775852,3.110479,8.478916,7.775852,13.254819,8.555620,7.775852,3.110479,8.491979,8.491979,8.135401,0.452983,7.778823,7.778823,8.491979,8.132799,0.456289,7.773618,7.777013,8.491979,8.132009,0.457293,7.772038,7.775852
3197,3197.000000,8.016894,12.436857,12.436857,8.016894,3.343554,9.952322,8.016894,4.801050,8.231450,8.016894,3.343554,8.199393,8.016894,13.496778,8.299485,8.016894,3.343554,8.014985,8.014985,8.017407,-0.003363,8.019828,8.019828,8.014985,8.014836,0.000207,8.014686,8.018040,8.014985,8.014056,0.001290,8.013128,8.016894
3198,3198.000000,7.701945,12.437571,12.437571,7.701945,3.016289,10.515026,7.701945,4.475886,9.227666,7.701945,3.016289,9.200696,7.701945,13.182047,9.299084,7.701945,3.016289,8.338461,8.338461,8.021611,0.554458,7.704761,7.704761,8.338461,8.019144,0.558774,7.699828,7.703045,8.338461,8.018396,0.560084,7.698330,7.701945
3199,3199.000000,7.390525,12.518931,12.518931,7.390525,2.740240,10.747011,7.390525,4.451700,9.819973,7.390525,2.740240,9.791084,7.390525,12.867889,9.878542,7.390525,2.740240,8.769259,8.769259,8.081270,1.266453,7.393282,7.393282,8.769259,8.078856,1.270896,7.388454,7.391603,8.769259,8.078122,1.272248,7.386986,7.390525
3200,3200.000000,7.042150,13.200715,13.200715,7.042150,2.428002,10.952984,7.042150,5.192850,10.493259,7.042150,2.428002,10.461960,7.042150,12.516592,10.509727,7.042150,2.428002,9.356803,9.356803,8.200829,2.239284,7.044854,7.044854,9.356803,8.198462,2.243870,7.040120,7.043208,9.356803,8.197739,2.245269,7.038676,7.042150
3201,3201.000000,6.837614,13.170927,13.170927,6.837614,2.259020,10.780899,6.837614,12.573860,10.836472,6.837614,2.259020,10.807337,6.837614,12.309204,10.838771,6.837614,2.259020,9.854259,9.854259,8.347251,3.202384,6.840243,6.840243,9.854259,8.344951,3.207271,6.835643,6.838643,9.854259,8.344247,3.208767,6.834235,6.837614
3202,3202.000000,6.909059,13.300240,13.300240,6.909059,2.346219,10.663293,6.909059,12.665465,10.733943,6.909059,2.346219,10.707743,6.909059,12.379355,10.746981,6.909059,2.346219,9.934541,9.934541,8.423077,3.466720,6.911612,6.911612,9.934541,8.420844,3.471841,6.907146,6.910058,9.934541,8.420159,3.473412,6.905776,6.909059
3203,3203.000000,6.852832,13.290940,13.290940,6.852832,2.285329,10.727395,6.852832,12.608052,10.771427,6.852832,2.285329,10.739217,6.852832,12.323516,10.783219,6.852832,2.285329,10.124146,10.124146,8.489748,3.761799,6.855350,6.855350,10.124146,8.487545,3.766869,6.850944,6.853818,10.124146,8.486868,3.768427,6.849591,6.852832
3204,3204.000000,6.819789,13.309227,13.309227,6.819789,2.258035,10.782146,6.819789,12.575573,10.839055,6.819789,2.258035,10.806998,6.819789,12.289976,10.855200,6.819789,2.258035,10.285525,10.285525,8.553900,4.069836,6.822276,6.822276,10.285525,8.551726,4.074946,6.817927,6.820763,10.285525,8.551057,4.076519,6.816589,6.819789
3205,3205.000000,6.804649,13.319050,13.319050,6.804649,2.246160,10.833399,6.804649,12.560783,10.912747,6.804649,2.246160,10.872872,6.804649,12.274551,10.924568,6.804649,2.246160,10.427723,10.427723,8.617415,4.382764,6.807106,6.807106,10.427723,8.615267,4.387964,6.802810,6.805612,10.427723,8.614605,4.389566,6.801486,6.804649
3206,3206.000000,6.798382,13.296011,13.296011,6.798382,2.241370,10.872930,6.798382,12.554678,10.930155,6.798382,2.241370,10.898779,6.798382,12.268155,10.953872,6.798382,2.241370,10.519725,10.519725,8.660275,4.530389,6.800825,6.800825,10.519725,8.658139,4.535594,6.796553,6.799339,10.519725,8.657481,4.537198,6.795236,6.798382
3207,3207.000000,6.857644,13.330901,13.330901,6.857644,2.299579,10.854760,6.857644,12.614301,10.873210,6.857644,2.299579,10.847949,6.857644,12.327515,10.915990,6.857644,2.299579,10.409207,10.409207,8.634654,4.183559,6.860101,6.860101,10.409207,8.632506,4.188624,6.855804,6.858607,10.409207,8.631844,4.190184,6.854481,6.857644
3208,3208.000000,6.938596,13.237185,13.237185,6.938596,2.373230,10.720076,6.938596,12.694889,10.752231,6.938596,2.373230,10.726094,6.938596,12.409116,10.826201,6.938596,2.373230,10.246072,10.246072,8.593565,3.887791,6.941058,6.941058,10.246072,8.591412,3.892856,6.936752,6.939560,10.246072,8.590750,3.894415,6.935427,6.938596
3209,3209.000000,7.133191,12.495843,12.495843,7.133191,2.555600,10.345509,7.133191,12.889399,10.376430,7.133191,2.555600,10.349935,7.133191,12.604815,10.547512,7.133191,2.555600,9.781882,9.781882,8.458786,2.938900,7.135690,7.135690,9.781882,8.456600,2.943755,7.131318,7.134170,9.781882,8.455929,2.945246,7.129976,7.133191
3210,3210.000000,7.007407,12.239598,12.239598,7.007407,2.416393,10.608585,7.007407,12.760458,10.619158,7.007407,2.416393,10.582541,7.007407,12.480084,10.825234,7.007407,2.416393,9.715023,9.715023,8.362515,2.552115,7.010008,7.010008,9.715023,8.360240,2.556409,7.005457,7.008425,9.715023,8.359542,2.557725,7.004062,7.007407
3211,3211.000000,7.063288,11.981578,11.981578,7.063288,2.481634,10.285204,7.063288,7.063288,10.285204,7.063288,2.481634,10.248577,7.063288,12.535235,10.547423,7.063288,2.481634,9.456948,9.456948,8.261453,2.106973,7.065958,7.065958,9.456948,8.259117,2.111089,7.061286,7.064333,9.456948,8.258402,2.112349,7.059857,7.063288
3212,3212.000000,7.298061,11.524039,11.524039,7.298061,2.705279,9.601789,7.298061,4.140865,9.526046,7.298061,2.705279,9.486555,7.298061,12.771041,9.950997,7.298061,2.705279,8.897546,8.897546,8.099192,1.197140,7.300837,7.300837,8.897546,8.096761,1.200785,7.295976,7.299147,8.897546,8.096019,1.201897,7.294493,7.298061
3213,3213.000000,7.362056,11.166449,11.166449,7.362056,2.747314,9.238627,7.362056,4.188572,8.992138,7.362056,2.747314,8.943293,7.362056,12.836855,9.457593,7.362056,2.747314,8.623219,8.623219,7.994057,0.896657,7.364895,7.364895,8.623219,7.991571,0.900200,7.359923,7.363166,8.623219,7.990813,0.901280,7.358407,7.362056
3214,3214.000000,7.585737,10.721458,10.721458,7.585737,2.959493,8.789624,7.585737,4.404203,8.344551,7.585737,2.959493,8.311883,7.585737,13.061627,8.833973,7.585737,2.959493,8.155657,8.155657,7.872147,0.378741,7.588638,7.588638,8.155657,7.869607,0.382135,7.583557,7.586871,8.155657,7.868834,0.383167,7.582011,7.585737
3215,3215.000000,7.666103,10.293283,10.293283,7.666103,3.018461,8.437367,7.666103,4.468685,7.866743,7.666103,3.018461,7.838928,7.666103,13.143682,8.251932,7.666103,3.018461,7.892748,7.892748,7.780906,0.139605,7.669064,7.669064,7.892748,7.778313,0.142842,7.663878,7.667260,7.892748,7.777525,0.143826,7.662301,7.666103
3216,3216.000000,7.641232,10.150530,10.150530,7.641232,2.987342,8.239808,7.641232,4.439035,7.615160,7.641232,2.987342,7.584089,7.641232,13.119216,7.911916,7.641232,2.987342,7.799127,7.799127,7.721691,0.088509,7.644255,7.644255,7.799127,7.719044,0.091535,7.638961,7.642414,7.799127,7.718239,0.092455,7.637351,7.641232
3217,3217.000000,7.762848,9.901963,9.901963,7.762848,3.107850,8.058798,7.762848,4.560149,7.336125,7.762848,3.107850,7.309245,7.762848,13.241079,7.596111,7.762848,3.107850,7.538417,7.538417,7.652153,-0.131487,7.765889,7.765889,7.538417,7.649490,-0.128408,7.760562,7.764036,7.538417,7.648681,-0.127473,7.758944,7.762848
3218,3218.000000,7.902137,9.612122,9.612122,7.902137,3.232973,7.861246,7.902137,4.689129,7.049574,7.902137,3.232973,7.025997,7.902137,13.381558,7.271682,7.902137,3.232973,7.250121,7.250121,7.577648,-0.391041,7.905175,7.905175,7.250121,7.574987,-0.387863,7.899853,7.903324,7.250121,7.574179,-0.386899,7.898237,7.902137
3219,3219.000000,8.031282,9.311066,9.311066,8.031282,3.346719,7.660939,8.031282,4.806992,6.781304,8.031282,3.346719,6.761890,8.031282,13.511947,6.981738,8.031282,3.346719,6.963422,6.963422,7.498859,-0.675580,8.034297,8.034297,6.963422,7.496219,-0.672248,8.029016,8.032460,6.963422,7.495418,-0.671238,8.027414,8.031282
3220,3220.000000,7.641998,11.076856,11.076856,7.641998,2.956700,8.757818,7.641998,4.416038,7.289518,7.641998,2.956700,7.264706,7.641998,13.121955,7.445684,7.641998,2.956700,7.393973,7.393973,7.519485,-0.160675,7.644998,7.644998,7.393973,7.516858,-0.157311,7.639743,7.643170,7.393973,7.516060,-0.156289,7.638147,7.641998
3221,3221.000000,7.420303,12.388221,12.388221,7.420303,2.774382,9.737461,7.420303,4.223514,7.818366,7.420303,2.774382,7.782327,7.420303,12.897425,7.961201,7.420303,2.774382,7.671414,7.671414,7.547330,0.177111,7.423246,7.423246,7.671414,7.544753,0.180789,7.418092,7.421453,7.671414,7.543969,0.181908,7.416525,7.420303
3222,3222.000000,6.444680,12.529101,12.529101,6.444680,1.843948,11.150328,6.444680,3.279305,10.484442,6.444680,1.843948,10.447237,6.444680,11.917486,10.491486,6.444680,1.843948,9.482428,9.482428,7.964888,3.509984,6.447348,6.447348,9.482428,7.962554,3.515382,6.442681,6.445725,9.482428,7.961838,3.517038,6.441249,6.444680
3223,3223.000000,6.505242,13.069749,13.069749,6.505242,1.987292,11.403348,6.505242,3.401870,11.157554,6.505242,1.987292,11.098176,6.505242,11.971497,11.118959,6.505242,1.987292,10.271128,10.271128,8.389383,5.922741,6.507638,6.507638,10.271128,8.387289,5.929333,6.503450,6.506182,10.271128,8.386641,5.931372,6.502154,6.505242
3224,3224.000000,6.695335,13.260347,13.260347,6.695335,2.167007,11.464964,6.695335,12.454867,11.513378,6.695335,2.167007,11.424224,6.695335,12.162500,11.438939,6.695335,2.167007,10.711092,10.711092,8.704328,7.167061,6.697563,6.697563,10.711092,8.702382,7.174011,6.693671,6.696210,10.711092,8.701777,7.176172,6.692461,6.695335
3225,3225.000000,6.889541,13.450568,13.450568,6.889541,2.339527,11.597956,6.889541,12.647635,11.645399,6.889541,2.339527,11.558098,6.889541,12.358688,11.573909,6.889541,2.339527,10.986385,10.986385,8.939019,7.880080,6.891652,6.891652,10.986385,8.937176,7.887173,6.887967,6.890370,10.986385,8.936600,7.889388,6.886816,6.889541
3226,3226.000000,7.101258,13.658415,13.658415,7.101258,2.528762,11.675700,7.101258,12.857932,11.727696,7.101258,2.528762,11.647655,7.101258,12.572430,11.667482,7.101258,2.528762,11.185112,11.185112,9.144189,8.548606,7.103266,7.103266,11.185112,9.142437,8.555943,7.099762,7.102047,11.185112,9.141888,8.558242,7.098665,7.101258
3227,3227.000000,7.255296,13.807133,13.807133,7.255296,2.660386,11.872057,7.255296,13.010021,11.936796,7.255296,2.660386,11.849383,7.255296,12.728433,11.869509,7.255296,2.660386,11.506910,11.506910,9.382064,9.576466,7.257217,7.257217,11.506910,9.380388,9.584018,7.253866,7.256052,11.506910,9.379861,9.586392,7.252813,7.255296
3228,3228.000000,7.347066,13.894723,13.894723,7.347066,2.736412,12.277895,7.347066,13.100240,12.325358,7.347066,2.736412,12.221387,7.347066,12.821535,12.237620,7.347066,2.736412,11.923566,11.923566,9.636251,10.671057,7.348936,7.348936,11.923566,9.634621,10.678659,7.345677,7.347802,11.923566,9.634107,10.681058,7.344648,7.347066
3229,3229.000000,7.614062,14.162367,14.162367,7.614062,2.988351,12.445045,7.614062,13.367420,12.516720,7.614062,2.988351,12.428028,7.614062,13.089936,12.449647,7.614062,2.988351,12.198827,12.198827,9.907336,11.835271,7.615844,7.615844,12.198827,9.905783,11.843287,7.612740,7.614764,12.198827,9.905292,11.845827,7.611756,7.614062
3230,3230.000000,7.828603,14.370506,14.370506,7.828603,3.174185,12.835347,7.828603,13.579532,12.904160,7.828603,3.174185,12.848855,7.828603,13.306879,12.867885,7.828603,3.174185,12.660322,12.660322,10.245316,13.456310,7.830311,7.830311,12.660322,10.243829,13.464596,7.827336,7.829276,12.660322,10.243356,13.467235,7.826389,7.828603
3231,3231.000000,8.157729,14.696878,14.696878,8.157729,3.476108,13.333290,8.157729,13.907565,13.402900,8.157729,3.476108,13.353448,8.157729,13.638407,13.367835,8.157729,3.476108,13.151061,13.151061,10.655203,15.455544,8.159345,8.159345,13.151061,10.653797,15.464249,8.156533,8.158367,13.151061,10.653346,15.467039,8.155632,8.157729
3232,3232.000000,8.481696,15.013901,15.013901,8.481696,3.763251,13.874107,8.481696,14.228805,13.931570,8.481696,3.763251,13.870630,8.481696,13.965389,13.876054,8.481696,3.763251,13.637449,13.637449,11.060345,17.175865,8.483242,8.483242,13.637449,11.059001,17.184825,8.480553,8.482307,13.637449,11.058568,17.187714,8.479687,8.481696
3233,3233.000000,8.693435,15.217105,15.217105,8.693435,3.941670,14.487849,8.693435,14.437120,14.480216,8.693435,3.941670,14.440424,8.693435,14.179563,14.423793,8.693435,3.941670,14.104036,14.104036,11.399498,18.294391,8.694959,8.694959,14.104036,11.398174,18.303348,8.692311,8.694038,14.104036,11.397745,18.306245,8.691454,8.693435
3234,3234.000000,8.256839,14.765562,14.765562,8.256839,3.498500,13.907535,8.256839,13.994418,13.916866,8.256839,3.498500,13.868215,8.256839,13.742024,13.855869,8.256839,3.498500,13.329879,13.329879,10.794240,12.060304,8.258601,8.258601,13.329879,10.792705,12.067606,8.255531,8.257534,13.329879,10.792218,12.069924,8.254556,8.256839
3235,3235.000000,8.062365,14.584327,14.584327,8.062365,3.346553,13.694075,8.062365,13.805446,13.703061,8.062365,3.346553,13.663219,8.062365,13.544964,13.652064,8.062365,3.346553,13.115618,13.115618,10.589919,11.271021,8.064221,8.064221,13.115618,10.588302,11.278239,8.060986,8.063096,13.115618,10.587790,11.280521,8.059963,8.062365
3236,3236.000000,7.694727,14.218149,14.218149,7.694727,3.005358,12.810203,7.694727,13.438479,12.818163,7.694727,3.005358,12.748132,7.694727,13.175027,12.805083,7.694727,3.005358,12.064975,12.064975,9.880943,6.174687,7.696911,7.696911,12.064975,9.879035,6.180080,7.693096,7.695584,12.064975,9.878442,6.181757,7.691910,7.694727
3237,3237.000000,7.330806,13.862228,13.862228,7.330806,2.682735,12.541795,7.330806,7.330806,12.541795,7.330806,2.682735,12.496448,7.330806,12.807933,12.537071,7.330806,2.682735,11.845574,11.845574,9.589366,5.642881,7.333159,7.333159,11.845574,9.587311,5.648023,7.329048,7.331729,11.845574,9.586674,5.649614,7.327775,7.330806
3238,3238.000000,7.192224,13.734868,13.734868,7.192224,2.579208,12.036461,7.192224,9.464564,11.979873,7.192224,2.579208,11.937087,7.192224,12.666739,12.025894,7.192224,2.579208,11.279041,11.279041,9.236912,3.977602,7.194783,7.194783,11.279041,9.234674,3.981960,7.190308,7.193226,11.279041,9.233985,3.983302,7.188930,7.192224
3239,3239.000000,6.999733,13.544565,13.544565,6.999733,2.403830,11.550503,6.999733,9.945995,11.409695,6.999733,2.403830,11.366197,6.999733,12.472786,11.468453,6.999733,2.403830,11.001970,11.001970,9.002212,3.345967,7.002454,7.002454,11.001970,8.999832,3.349949,6.997694,7.000799,11.001970,8.999102,3.351172,6.996233,6.999733
3240,3240.000000,6.923513,13.470234,13.470234,6.923513,2.346276,11.049407,6.923513,8.163104,10.715231,6.923513,2.346276,10.666475,6.923513,12.395034,10.778254,6.923513,2.346276,10.611710,10.611710,8.769059,2.467753,6.926408,6.926408,10.611710,8.766526,2.471145,6.921341,6.924645,10.611710,8.765750,2.472184,6.919791,6.923513
3241,3241.000000,6.888836,13.433915,13.433915,6.888836,2.319117,11.014807,6.888836,7.287642,10.438824,6.888836,2.319117,10.394028,6.888836,12.359718,10.472225,6.888836,2.319117,10.381506,10.381506,8.636653,2.357610,6.891800,6.891800,10.381506,8.634060,2.361114,6.886613,6.889996,10.381506,8.633266,2.362186,6.885026,6.888836
3242,3242.000000,6.930531,13.443488,13.443488,6.930531,2.362687,10.871731,6.930531,6.838934,10.099285,6.930531,2.362687,10.055925,6.930531,12.401264,10.128696,6.930531,2.362687,10.090237,10.090237,8.511894,2.062281,6.933551,6.933551,10.090237,8.509251,2.065734,6.928265,6.931712,10.090237,8.508443,2.066790,6.926649,6.930531
3243,3243.000000,7.040777,13.476791,13.476791,7.040777,2.466366,10.762875,7.040777,6.048175,9.744930,7.040777,2.466366,9.702640,7.040777,12.512102,9.767445,7.040777,2.466366,9.729913,9.729913,8.386878,1.689216,7.043843,7.043843,9.729913,8.384194,1.692591,7.038475,7.041976,9.729913,8.383375,1.693622,7.036837,7.040777
3244,3244.000000,6.829861,13.348913,13.348913,6.829861,2.251594,11.183571,6.829861,5.167780,10.050071,6.829861,2.251594,10.013259,6.829861,12.301421,10.047730,6.829861,2.251594,9.971074,9.971074,8.401969,2.392686,6.832863,6.832863,9.971074,8.399342,2.396692,6.827609,6.831036,9.971074,8.398539,2.397917,6.826003,6.829861
3245,3245.000000,6.843271,13.369426,13.369426,6.843271,2.282872,11.463628,6.843271,5.145833,10.383960,6.843271,2.282872,10.337902,6.843271,12.313345,10.364270,6.843271,2.282872,9.994122,9.994122,8.420156,2.776101,6.846190,6.846190,9.994122,8.417602,2.780605,6.841082,6.844414,9.994122,8.416820,2.781985,6.839519,6.843271
3246,3246.000000,6.666060,13.218643,13.218643,6.666060,2.109269,12.165506,6.666060,3.925387,11.975374,6.666060,2.109269,11.942199,6.666060,12.135792,11.945682,6.666060,2.109269,11.011825,11.011825,8.840242,6.226067,6.668660,6.668660,11.011825,8.837970,6.232582,6.664115,6.667079,11.011825,8.837268,6.234595,6.662711,6.666060
3247,3247.000000,7.035445,13.599563,13.599563,7.035445,2.484031,12.370149,7.035445,12.080185,12.369607,7.035445,2.484031,12.320618,7.035445,12.504698,12.323927,7.035445,2.484031,11.610919,11.610919,9.324322,9.161244,7.037725,7.037725,11.610919,9.322331,9.169220,7.033744,7.036340,11.610919,9.321710,9.171707,7.032502,7.035445
3248,3248.000000,7.477241,14.034643,14.034643,7.477241,2.882049,12.711790,7.477241,13.233921,12.771963,7.477241,2.882049,12.707618,7.477241,12.950497,12.711729,7.477241,2.882049,12.169268,12.169268,9.824267,11.766359,7.479265,7.479265,12.169268,9.822502,11.775212,7.475736,7.478037,12.169268,9.821947,11.777998,7.474626,7.477241
3249,3249.000000,7.826980,14.373786,14.373786,7.826980,3.184371,13.001756,7.826980,13.579748,13.082427,7.826980,3.184371,13.020811,7.826980,13.304372,13.025668,7.826980,3.184371,12.599355,12.599355,10.214103,13.255973,7.828850,7.828850,12.599355,10.212474,13.265026,7.825592,7.827717,12.599355,10.211958,13.267892,7.824561,7.826980
3250,3250.000000,8.128520,14.667281,14.667281,8.128520,3.447817,13.153913,8.128520,13.878211,13.259069,8.128520,3.447817,13.200995,8.128520,13.609088,13.208486,8.128520,3.447817,12.851632,12.851632,10.490961,13.995345,8.130291,8.130291,12.851632,10.489419,14.004489,8.127206,8.129218,12.851632,10.488929,14.007394,8.126227,8.128520
3251,3251.000000,8.435856,14.968410,14.968410,8.435856,3.721129,13.500717,8.435856,14.183106,13.611870,8.435856,3.721129,13.549531,8.435856,13.919222,13.556867,8.435856,3.721129,13.293538,13.293538,10.865531,15.753693,8.437525,8.437525,13.293538,10.864079,15.763119,8.434620,8.436514,13.293538,10.863615,15.766131,8.433691,8.435856
3252,3252.000000,8.626779,15.151074,15.151074,8.626779,3.880695,13.917364,8.626779,14.370722,13.986934,8.626779,3.880695,13.912353,8.626779,14.112425,13.916918,8.626779,3.880695,13.687708,13.687708,11.158058,16.675521,8.628408,8.628408,13.687708,11.156641,16.684865,8.625573,8.627422,13.687708,11.156186,16.687860,8.624665,8.626779
3253,3253.000000,8.997993,15.521211,15.521211,8.997993,4.225793,14.186381,8.997993,14.741476,14.287403,8.997993,4.225793,14.223388,8.997993,14.486035,14.230191,8.997993,4.225793,14.046017,14.046017,11.522778,18.290524,8.999538,8.999538,14.046017,11.521435,18.300261,8.996852,8.998604,14.046017,11.521002,18.303397,8.995987,8.997993
3254,3254.000000,9.332027,15.846954,15.846954,9.332027,4.519395,14.641927,9.332027,15.072079,14.725886,9.332027,4.519395,14.685777,9.332027,14.823057,14.690096,9.332027,4.519395,14.537440,14.537440,11.935474,20.124220,9.333507,9.333507,14.537440,11.934188,20.134167,9.330935,9.332613,14.537440,11.933771,20.137389,9.330102,9.332027
3255,3255.000000,9.741920,16.251227,16.251227,9.741920,4.890148,15.160361,9.741920,15.479593,15.229824,9.741920,4.890148,15.193579,9.741920,15.236039,15.195110,9.741920,4.890148,15.032668,15.032668,12.387999,22.109882,9.743331,9.743331,15.032668,12.386774,22.120122,9.740881,9.742479,15.032668,12.386375,22.123459,9.740083,9.741920
3256,3256.000000,10.088275,16.588066,16.588066,10.088275,5.192721,15.672304,10.088275,15.821826,15.707365,10.088275,5.192721,15.661701,10.088275,15.585287,15.658460,10.088275,5.192721,15.475292,15.475292,12.782468,23.468891,10.089644,10.089644,15.475292,12.781280,23.479244,10.087268,10.088818,15.475292,12.780892,23.482631,10.086491,10.088275
3257,3257.000000,10.339613,16.830606,16.830606,10.339613,5.408248,16.241758,10.339613,16.069245,16.203180,10.339613,5.408248,16.173447,10.339613,15.838680,16.156771,10.339613,5.408248,15.912184,15.912184,13.126576,24.499044,10.340968,10.340968,15.912184,13.125401,24.509383,10.338617,10.340151,15.912184,13.125015,24.512775,10.337846,10.339613
3258,3258.000000,9.767781,16.238833,16.238833,9.767781,4.829953,15.576129,9.767781,15.488300,15.557562,9.767781,4.829953,15.523644,9.767781,15.263847,15.504373,9.767781,4.829953,15.123295,15.123295,12.446319,17.557987,9.769344,9.769344,15.123295,12.444960,17.566904,9.766625,9.768398,15.123295,12.444523,17.569770,9.765751,9.767781
